parlamentar_id,ano,num_contrato,orgao,nome_contratada,valor_contratado,objeto,status
PI-EXEC-GOVERNADOR,2023,029/2023,SECRETARIA DAS CIDADES,TRATORCENTER PEÇAS E SERVIÇOS LTDA,62759315.22,"Registro de preços para fins de futura e eventual contratação de empresa para a realização do serviço comum de engenharia para Intervenção na infraestrutura viária existente nos municípios localizados no Território de Desenvolvimento Serra da Capivara – TD08 objetivando a aplicação de capeamento asfáltico em CBUQ (Concreto Betuminoso Usinado a Quente) para o melhoramento de vias pavimentadas em paralelepípedo com área de 695.324,00 m², mediante o regimento empreitada por preço unitário.",Em vigência
PI-EXEC-GOVERNADOR,2023,146/2023,SECRETARIA DA SAÚDE,ALIANCA HOSPITALAR LTDA,61799750.0,Registro de Preços para futura e eventual contratação de empresa especializada no fornecimento de MEDICAMENTOS DESERTOS E FRACASSADOS DO PREGÃO ELETRÔNICO Nº 044/2021.,Encerrado
PI-EXEC-GOVERNADOR,2023,549/2023,SECRETARIA DE ESTADO DA ADMINISTRACAO,FOX INLINE SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO LTDA,59400000.0,"O presente Contrato tem por objeto a Contratação de empresa especializada na
prestação de serviços de regularização fundiária com fornecimento de
ferramenta tecnológica específica, devidamente alimentada com os dados
referentes a imóveis e ocupantes das áreas estaduais objeto de Demarcação
Urbanística promovidas pelo Estado do Piauí, com vistas à promoção da
regularização fundiária urbana das ocupações em imóveis estaduais.",Em vigência
PI-EXEC-GOVERNADOR,2023,017/2023,DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI,Construtora Hidros Ltda,56976989.18,"Execução dos Serviços de Conservação e Manutenção da Malha Rodoviária Estadual compreendendo as Rodovias Estaduais, Acessos de Ligação, Anéis, Contornos e Arcos do Território de Desenvolvimento Tabuleiros Alto Parnaíba – TD-10, que abrange as seguintes Rodovias: PI-218; PI-219; PI-240; PI-247; PI-272; PI-392 e outros, trechos: Jerumenha / Guadalupe; Marcos Parente / Landri Sales; Entr. BR-135 / Landri Sales; Entr. BR-343(Santa Fé) / Canavieira; Entr. PI-247 / Antonio Almeida; Marcos Parente / Antonio Almeida; Entr. BR-135 / Marcos Parente; Sebastião Leal / Uruçuí; Uruçuí / Ribeiro Gonçalves; BR 343 / Sebastiao Leal ; Marcos Parente / Porto Alegre do Piauí; Entr. PI - 247 / Baixa Grande do Ribeiro, com extensão total de 535,00 km.",Em vigência
PI-EXEC-GOVERNADOR,2023,011/2023,AGÊNCIA DE ATRAÇÃO DE INVESTIMENTOS ESTRATÉGICOS DO PIAUÍ ,DTA ENGENHARIA LTDA,56598482.95,"Contratação de empresa especializada para a execução de obras de implantação de cais de atracação para instalação do terminal pesqueiro de Luís Correia-PI (TPLC) e dragagem do canal de acesso, bacia de evolução e berço de atracação do TPLC, conforme especificações, quantidades e condições estabelecidas no Edital e seus anexos. ",Encerrado
PI-EXEC-GOVERNADOR,2023,004/2023,DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI,CONSTRUTORA E INCORPORADORA SOMA LTDA,49963405.31,"Execução dos Serviços de Conservação e Manutenção da Malha Rodoviária Estadual compreendendo as Rodovias Estaduais, Acessos de Ligação, Anéis, Contornos e Arcos do Território de Desenvolvimento Vale do Rio Canindé – TD-07, que abrange as seguintes Rodovias: PI-143; PI-217; PI-236; PI-239; PI-241; PI-242; PI-245; PI-249 e Ligação, trechos: Entr. Pi-143 / Santo Inácio Do Piauí - 25km; Santo Inácio / Wall Ferraz - 26km; Wall Ferraz / Santa Cruz Do Piauí - 24km; Entr. Br-230(Oeiras) Santa Cruz Do Piauí - 47km; Oeiras / Colônia Do Piauí - 25km; Colônia Do Piauí / Simplício Mendes - 78km; Entr. Br-230(Oeiras) / Tanque Do Piauí - 58km; Entr. Pi-236 / Santa Rosa Do Piauí - 20km; Santa Rosa Do Piauí / Cajazeiras Do Piauí - 17km; Cajazeiras Do Piauí / Arraial - 27km; Entr. Pi-143 / Paes Landim - 42km; Entr. Br-020 / Bela Vista Do Piauí - 12km; Entr. Br-020(Simplicio Mendes) / Conceição Do Canindé - 42km; Simplicio Mendes / Isaías Coelho - 34km; Isaías Coelho / Vera Mendes - 32km; Entr. Pi-245 / Campinas Do Piauí - 27km; Entr. Pi-241 / Campinas Do Piauí - 24km; Santo Inácio / Floresta Do Piauí - 16km; Entr. Br-230 / São Francisco do Piauí - 35km; São Francisco Do Piauí / São José Do Peixe - 32km; Entr. Pi-143 / São Miguel Do Fidalgo - 45km, Entr. Pi-249 / Pov. Morros Dos Cavalos – 3km, com extensão total de 691,00 km.",Rescindido
PI-EXEC-GOVERNADOR,2023,528/2023,SECRETARIA DA SAÚDE,R. MELO CONSTRUÇÕES LTDA.,48092734.3,"EXECUÇÃO DA OBRA DE AMPLIAÇÃO E REFORMA DO HOSPITAL ESTADUAL DIRCEU ARCOVERDE, no município de Parnaíba -PI",Em vigência
PI-EXEC-GOVERNADOR,2023,014/2023,DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI,COMPANHIA AGRÍCOLA MINERADORA E CONSTRUTORA ICARAÍ LTDA,47910861.95,"Execução dos Serviços de Conservação e Manutenção da Malha Rodoviária Estadual compreendendo as Rodovias Estaduais, Acessos de Ligação, Anéis, Contornos e Arcos do Território de Desenvolvimento dos Carnaubais – TD-03, que abrange as seguintes Rodovias: PI- 113; 114; 115; 221; 320; 322; 323; 331 e ligação, trechos: Cabeceiras / Barras - 26 km; Campo Maior / Cabeceiras do Piauí - 44 km; Castelo do Piauí / São Miguel do Tapuio - 35 km; São Miguel do Tapuio / Assunção do Piauí - 54 km; Juazeiro do Piauí / Castelo do Piauí - 32 km; Entr. BR-343 (Campo Maior) / Juazeiro do Piauí - 73 km; Entr. PI-451 / Novo Santo Antônio - 30 km; Entr. BR-343 / Jatobá do Piauí - 44 km; Entr. BR-343 / Nossa Senhora de Nazaré - 15 km; Entr. PI-115 / Buriti dos Montes - 41 km; Buriti dos Montes / Div. Ceará - 21 km; Entr. PI-115 / Sigefredo Pacheco - 33 km; Entr. BR-343 / Boqueirão do Piauí - 21 km; Boqueirão do Piauí / Boa Hora - 11 km; Boa Hora / Entr. PI-111 - 19 km, com extensão total de 499,00 km.",Rescindido
PI-EXEC-GOVERNADOR,2023,006/2023,DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI,CONSTRUTORA SANTA INÊS LTDA.,46847646.68,"Execução dos Serviços de Conservação e Manutenção da Malha Rodoviária Estadual compreendendo as Rodovias Estaduais, Acessos de Ligação, Anéis, Contornos e Arcos do Território de Desenvolvimento Vale dos Rios Piauí e Itaueira – TD-09, que abrange as seguintes Rodovias: PI-120; PI-140; PI-141; PI-248; PI-249; PI-270; PI-381; PI-463; PI-464; ANEL e Ligação, trechos: Floriano / Itaueira - 100km; Itaueira / Canto Do Buriti - 61km; Canto Do Buriti / São Raimundo Nonato - 112km; Eliseu Martins / Canto Do Buriti - 84km; Entr. Pi-140 / Rio Grande Do Piauí - 10km; Rio Grande Do Piauí / Pavussu - 26km; Entr. Pi-140 / Flores Do Piauí - 15km; Flores Do Paiuí / Ribeiro Do Piauí - 25km; Entr. Pi 140 / Pajeú Do Piauí - 21km; Entr. Pi-140 / Brejo Do Piauí - 8km; Brejo Do Piauí / São João Do Piauí - 69km; Entr. Pi-140 / Tamboril Do Piauí - 4km; Entr. Br-020 / Pedro Laurentino - 28km; Pedro Laurentino / Paes Landim - 39km; Paes Landim / Socorro Do Piauí - 29km; Paes Landim / São Miguel Do Fidalgo - 29km; Entr. Br-343 / Francisco Ayres - 15km; Francisco Ayres / Arraial - 19km; São José Do Peixe / São Miguel Do Fidalgo - 25km; Rodoanel De Canto Do Buriti - 11km, com extensão total de 730,00 km.",Rescindido
PI-EXEC-GOVERNADOR,2023,060/2023,DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI,BS CONSTRUÇÕES EIRELI,46389483.66,"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DOS SERVIÇOS DE RECUPERAÇÃO DA PAVIMENTAÇÃO ASFÁLTICA DA RODOVIA ESTADUAL PI-115 EM CONCRETO BETUMINOSO USINADO A QUENTE (CBUQ), TRECHO ENTRE OS MUNICÍPIOS DE CAMPO MAIOR, JUAZEIRO DO PIAUÍ, CASTELO DO PIAUÍ E SÃO MIGUEL DO TAPUIO, COM EXTENSÃO DE 140,00 KM.",Em vigência
PI-EXEC-GOVERNADOR,2023,066/2023,DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI,CONSTRUTORA SANTA INÊS LTDA.,45925123.72,"CONTRATACÃO DE EMPRESA PARA SERVIÇOS DE MELHORAMENTO DA IMPLANTACÃO E PAVIMENTAÇÃO ASFÁLTICA EM TRATAMENTO SUPERFICIAL DUPLO (TSD) COM BANHO DILUÍDO, NA PISTA DE ROLAMENTO COM 6,00M, E TRATAMENTO SUPERFICIAL SIMPLES (TSS) COM 1,00M PARA CADA LADO NOS ACOSTAMENTOS, NA RODOVIA PI - 225, TRECHO: AROAZES –PI / SANTA CRUZ DOS MILAGRES – PI, COM 49,24 KM DE EXTENSÃO TOTAL, LOCALIZADO NO TERRITÓRIO DE DESENVOLVIMENTO TD 5 - VALE DO SAMBITO.",Encerrado
PI-EXEC-GOVERNADOR,2023,012/2023,SECRETARIA DA SEGURANÇA PÚBLICA,MOTOROLA SOLUTIONS LTDA,45813875.79,"Aquisição de equipamentos para instalação e expansão do sistema de  radiocomunicação  digital,  no  padrão  DMR  (Digital  Mobile  Radio),  TIER  III,  na  faixa  de  frequência  de  136  MHz  a  174  MHz,  bem  como  em  seu licenciamento junto à ANATEL, para atender às necessidades das FORÇAS DE SEGURANÇA PÚBLICA DO ESTADO DO PIAUÍ nas comunicações de voz digital sem fio",Em vigência
PI-EXEC-GOVERNADOR,2023,013/2023,DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI,CERRADO ENGENHARIA INCORPORADORA EIRELLI,43780575.2,"Execução dos Serviços de Conservação e Manutenção da Malha Rodoviária Estadual compreendendo as Rodovias Estaduais, Acessos de Ligação, Anéis, Contornos e Arcos do Território de Desenvolvimento Vale do Rio Sambito – TD-05, que abrange as seguintes Rodovias: PI-120; PI-224; PI-225; PI-237; PI-469 e Ligação, trechos: Valença Do Piauí / Lagoa Do Sítio - 24km; Valença Do Piauí / Pimenteiras - 42km; Entr. Br 316(Valença) / Novo Oriente Do Piauí - 20km; Novo Oriente Do Piauí / Barra Do Alcântara - 25km; Barra Do Alcântara / Várzea Grande - 17km; Tanque Do Piauí / Várzea Grande - 8km; Várzea Grande / Francinópolis - 16km; Francinópolis / Elesbão Veloso / Entr. Br 316 - 29km; Entr. Br-316 / Aroazes - 23km; Entr. Br 316 / São Miguel Da Baixa Grande - 24km; São Miguel Da Baixa Grande / São Felix Do Piauí - 11km; São Feliz Do Piauí / Santa Cruz Dos Milagres - 24km; São Miguel Da Baixa Grande / Prata Do Piauí - 27km; Entr. Br316 / Valença Do Piauí – 5,0 km, com extensão total de 295,00 km.",Encerrado
PI-EXEC-GOVERNADOR,2023,069/2023,DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI,CONSORCIO S & B PI-110,43759477.92,"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA CONCLUSÃO DOS SERVIÇOS DE MELHORAMENTO DA IMPLANTAÇÃO E PAVIMENTAÇÃO ASFÁLTICA EM TRATAMENTO SUPERFICIAL DUPLO - (TSD), NA PISTA E TRATAMENTO SUPERFICIAL SIMPLES (TSS), NOS ACOSTAMENTOS DA RODOVIA ESTADUAL PI-110, TRECHO: BARRAS-PI/ MIGUEL ALVES-PI, EXTENSÃO DE 77,054 KM, NOS TERRITÓRIOS DE DESENVOLVIMENTO COCAIS (TD2) E ENTRE RIOS (TD4)",Encerrado
PI-EXEC-GOVERNADOR,2023,019/2023,DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI,PAC ENGENHARIA LTDA,43305849.48,"Execução dos Serviços de Conservação e Manutenção da Malha Rodoviária Estadual compreendendo as Rodovias Estaduais, Acessos de Ligação, Anéis, Contornos e Arcos do Território de Desenvolvimento Planície Litorânea – TD-01, que abrange as seguintes Rodovias: PI-211; 213; 309; 305; 303; 116; 315; 301; 302 e ligação, trechos: Entr. BR-343 / Joaquim Pires - 65km; Entr. PI-211 / Murici dos Portelas - 8km; Entr. BR-343 / Cocal - 20km; Cocal / Div. Ceará - 21km; Cocal / Cocal dos Alves - 20km; Entr. BR-343 / Caraúbas do Piauí - 13km; Caraúbas do Piauí / Caxingó - 9km; Entr. PI-211 / Caxingó - 13km; Entr. BR-343 / Bom Princípio do Piauí - 18km; Buriti dos Lopes / Barra do Longá - 7km; Luis Correia / Entr. BR-402(Camurupim) - 39km; Entr. PI-116 / Macapá - 7km; Entr. PI-116 / Lagoa do Sobradinho - 4km; Entr. PI-210 / Cajueiro da Praia - 19km; Entr. PI-301 / Barra Grande - 13km; Parnaíba / Pedra do Sal - 16km; Entr. PI-116 / Ilha Grande - 8km; BR343/Cocal/Entrº BR-402 - 69km; Entrº BR 343/Lagoa do Portinho - 12 km; Entrº PI-211/ Povoado Coroa São Remídio – 9,0 km, com extensão total de 390,00 km.",Rescindido
PI-EXEC-GOVERNADOR,2023,007/2023,DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI,CONSÓRCIO S & B,42788986.28,"Execução dos Serviços de Conservação e Manutenção da Malha Rodoviária Estadual compreendendo as Rodovias Estaduais, Acessos de Ligação, Anéis, Contornos e Arcos do Território de Desenvolvimento dos Cocais – TD-02, que abrange as seguintes Rodovias: PI-211; 213; 309; 305; 303; 116; 315; 301; 302 e ligação, trechos: Pedro II / Serra - 12 km; Contorno de Esperantina - 4 km; Rodoanel de Barras - 2 km; Entr. PI-214 / Joca Marques - 10 km; Joca Marques / Madeiro - 9 km; Barras / Batalha - 35 km; Batalha / Piracuruca - 44 km; Piracuruca / Entr. BR-222 - 32 km; Entr. PI-110 / Piripiri - 55 km; Entr. BR-222 / Piracuruca - 32 km; Porto / Campo Largo - 14 km; Campo Largo / Matias Olimpio - 16 km; Matias Olimpio / Entr. PI-214 - 23 km; Luzilândia / Joaquim Pires - 28 km; Barras / Divi. Terr. Carnaubais - 13 km; Contorno de Luzilândia - 4 km; Entr. PI-213 / Joaquim Pires - 41 km; Nossa Senhora dos Remédios / Porto - 14 km; Barras / Nossa Senhora dos Remédios - 50 km; Esperantina / Cachoeira do Urubu - 19 km; Esperantina / Morro do Chapeu - 18 km; Morro do Chapeu / Luzilândia - 42 km; Entr. BR-404 / Milton Brandão - 25 km; Entr. BR-222 / Domingos Mourão - 49 km; Entr. BR-343 / São José do Divino - 18 km; Piripiri / Caldeirão / Lagoa do S. Francisco / Entr. BR-404 - 50 km; Entr. BR-343( Piripiri)/ Pedro II - 45 km; Pedro II / Div. PI/CE - 22 km, com extensão total de 736,00 km.",Rescindido
PI-EXEC-GOVERNADOR,2023,334/2023,SECRETARIA DA SAÚDE,CETUS CONTRUTORA LTDA ,42494338.44,"Constitui objeto deste contrato os serviços comum de Engenharia para Manutenção Preventiva e Corretiva das instalações Físicas Prediais e Equipamentos Públicos, com fornecimento de mão de obra, materiais e peças de reposição, por percentual de desconto sobre as tabelas de serviços da SEINFRA 27 e 27.1 para atender as necessidades da Secretaria de Estado da Saúde - SESAPI  – Termo de Referência do edital e na proposta da CONTRATADA.",Em vigência
PI-EXEC-GOVERNADOR,2023,152/2023,SECRETARIA DA SAÚDE,CENTRAL DE LAUDOS E SERVIÇOS LTDA - ME,41140440.0,Contratação de empresa para prestação de SERVIÇOS DE LOCAÇÃO DE EQUIPAMENTOS MÉDICO HOSPITALARES para suprir a demanda do Hospital Getúlio Vargas e Hospital Regional Justino Luz por um período de 12 (doze) meses.,Em vigência
PI-EXEC-GOVERNADOR,2023,50/2023,ASSEMBLEIA LEGISLATIVA,CONSTRUTORA ROSACON LTDA,39744072.22,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA DE ENGENHARIA/ARQUITETURA PARA EXECUÇÃO DAS OBRAS E SERVIÇOS DE REFORMA DA ASSEMBLEIA LEGISLATIVA DO ESTADO DO PIAUÍ.,Rescindido
PI-EXEC-GOVERNADOR,2023,30/2023,FUNDO ESPECIAL DE REAPARELHAMENTO E MODERNIZAÇÃO DO PODER JUDICIÁRIO,SPE PIAUI CONECTADO S.A,39245363.4,"O objeto deste instrumento é Contratação de empresa especializada para fornecimento de links dedicados e simétricos com segurança e alta disponibilidade, com recursos de segurança em cada perímetro de rede instalado, ferramentas e serviço para análise e mitigação de vulnerabilidades web e link seguro de acesso à rede mundial de computadores (internet), interligando as redes de todas as Unidades do Poder Judiciário do Estado do Piauí.",Rescindido
PI-EXEC-GOVERNADOR,2023,001/2023,SECRETARIA DA SAÚDE,LAV NORTE LAVANDERIA LTDA,39187008.0,"Contratação de serviços de LAVANDERIA HOSPITALAR, com Lavanderia Hospitalar Externa, com fornecimento de enxoval, processamento de roupas hospitalares e logística de distribuição, coleta, armazenamento e controle de estoque de enxoval hospitalar, locação de enxoval, inclusos processamento de rouparia hospitalar e controle na gestão das peças utilizando tecnologia informatizada para monitoramento e rastreabilidade do enxoval hospitalar, de acordo com as normas sanitárias preconizadas pela ANVISA (RDC nº 6, de 30 de janeiro de2012) e pelas demais normas que regulamentam a prestação deste serviço (TIPO 1).",Encerrado
