parlamentar_id,id_proposicao,tipo,numero,ano,ementa
220699,2574788,RPD,1,0,Requerimento de Inversão da Pauta - REP 14/2025
220699,2574780,RPD,20,0,Requerimento de Inversão da Pauta - PL 842/2025
220699,2572951,REQ,4302,2025,Requeiro o registro da Frente Parlamentar em Defesa das Confederações e Federações do Esporte e Paradesporto.
220688,2644734,REQ,4125,2026,Requer a criação da Frente Parlamentar Mista pela Integração Continental e Desenvolvimento Sul-Americano
220688,2643283,PL,5042,2026,"Determina que as despesas de capital e parcela das despesas custeadas com receitas próprias de autarquias federais não sejam alcançadas pelo mecanismo de limitação de empenho e movimentação financeira previsto na LRF, e não sejam incluídas na base de cálculo e nos limites estabelecidos no Novo Arcabouço Fiscal para as despesas primárias do Governo Federal."
220688,2641940,PL,4882,2026,Institui o dia 7 de abril como Dia Nacional do Médico Legista.
220688,2641800,PL,4861,2026,Dispõe sobre a institucionalização do Programa Farmácia Popular do Brasil (PFPB).
220688,2631190,PEC,13,2026,"Altera o art. 9º da Emenda Constitucional nº 132, de 20 de dezembro de 2023, para permitir a concessão de créditos do Imposto sobre Bens e Serviços através de fomento indireto a doadores e patrocinadores de projetos culturais e esportivos."
220688,2630684,SBT,1,0,Dispõe sobre direitos dos pacientes com doença renal crônica.
220688,2630682,PRL,1,0,"Parecer do Relator, Dep. Dr. Francisco (PT-PI), pela aprovação do PL 3823/24 e do Substitutivo da Comissão de Saúde, com substitutivo."
220688,2629602,REQ,3266,2026,"Requer dispensa de interstício para a inclusão da Redação Final ao Projeto de Lei nº 3.801, de 2004, na Ordem do Dia de sessão plenária."
220688,2626075,RPD,3,0,Requerimento de Retirada de Matéria da Pauta - PL 5393/2025
220688,2626074,RPD,1,0,Requerimento de Retirada de Matéria da Pauta - PL 801/2022
220688,2626073,RPD,3,0,Requerimento de Retirada de Matéria da Pauta - PL 8033/2017
220688,2623322,REQ,2737,2026,"Requer, nos termos do artigo 155 do Regimento Interno, tramitação sob o regime urgência do Projeto de Lei n.º 5.673/2023."
220688,2621633,PL,2193,2026,Institui a Política Nacional de Cirurgia Ambulatorial (PNCA).
220688,2619364,RPD,1,0,Requerimento de Retirada de Matéria da Pauta - PL 333/2025
220688,2619363,RPD,3,0,Requerimento de Retirada de Matéria da Pauta - PL 1744/2024
220688,2619352,RPD,2,0,Requerimento de Inversão da Pauta - PL 1966/2025
220688,2618839,SBT,2,0,"Altera a Lei nº 13.146, de 6 de julho de 2015 (Estatuto da Pessoa com Deficiência), para instituir o Padrão Nacional de Acessibilidade de Produtos e Serviços (PNAPS), aplicável a bens, produtos e serviços essenciais destinados ao mercado de consumo."
220688,2618837,PRL,2,0,"Parecer do Relator, Dep. Dr. Francisco (PT-PI), pela aprovação deste, com substitutivo."
220688,2618780,REQ,2426,2026,"Requer a inclusão na Ordem do Dia do Plenário do Projeto de Lei Complementar nº 185/2024, que “Regulamenta a aposentadoria especial dos agentes comunitários de saúde e dos agentes de combate às endemias.”"
220688,2616663,PL,1853,2026,"Autoriza a União a instituir empresa estatal, ou subsidiária de sociedade de economia mista federal, para atuar na distribuição de combustíveis, biocombustíveis e gás liquefeito de petróleo (GLP), autoriza a recomposição da presença pública em ativos estratégicos do abastecimento nacional, e estabelece diretrizes para a soberania energética, a segurança do abastecimento, a modicidade de preços e a defesa do consumidor."
220688,2616154,RPD,1,0,Requerimento de Inversão da Pauta - PL 1966/2025
220688,2616090,PL,1832,2026,"Altera a Consolidação das Leis do Trabalho, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, para assegurar à empregada que tenha filho, enteado, criança sob guarda ou dependente pessoa com deficiência o direito à redução de sua jornada de trabalho."
220688,2615935,PL,1808,2026,"Proíbe a exploração, a oferta, a promoção e a facilitação de apostas de quota fixa em todo o território nacional, revoga dispositivos das Leis nº 13.756, de 12 de dezembro de 2018, e nº 14.790, de 29 de dezembro de 2023, estabelece medidas de bloqueio de acesso, remoção de aplicações, interrupção de fluxos financeiros, responsabilização de intermediários e proteção de conteúdos de interesse público, e dá outras providências."
220688,2615559,PL,1782,2026,Institui a Estratégia Nacional “Eles por Elas” de Engajamento de Homens na Prevenção da Violência contra Mulheres.
220688,2615287,PL,1754,2026,"Institui a TerraBras, empresa pública destinada à defesa da soberania nacional e ao aproveitamento dos minerais críticos ou estratégicos; estabelece o regime de partilha da produção mineral; altera o Decreto-Lei nº 227, de 28 de fevereiro de 1967, a Lei nº 8.970, de 28 de dezembro de 1994, e a Lei nº 13.575, de 26 de dezembro de 2017; e dá outras providências."
220688,2614101,RPD,7,0,Requerimento de Retirada de Matéria da Pauta - PL 1121/2025
220688,2613996,PL,1656,2026,"Altera a Lei nº 9.250, de 26 de dezembro de 1995, para incluir na relação de despesas dedutíveis do Imposto de Renda da Pessoa Física os gastos com saúde de animais domésticos, e dá outras providências."
220688,2613849,PL,1646,2026,"Institui o Programa Nacional de Capacitação e Gestão Financeira dos Agricultores Familiares (PNCGFAF), com o objetivo de promover a adoção de práticas agrícolas sustentáveis e eficientes, e fortalecer as habilidades em gestão financeira dos agricultores familiares."
220688,2612368,PL,1438,2026,"Altera a Lei nº 14.300, de 6 de janeiro de 2022, que institui o marco legal da microgeração e minigeração distribuída, o Sistema de Compensação de Energia Elétrica (SCEE) e o Programa de Energia Renovável Social (PERS), para garantir a isenção do pagamento de componentes tarifárias pelo uso da rede elétrica por consumidores-geradores de energia solar e outras fontes renováveis."
220688,2609917,RPD,6,0,Requerimento de Retirada de Matéria da Pauta - PL 1121/2025
220688,2609915,RPD,1,0,Requerimento de Inversão da Pauta - PL 2745/2025
220688,2609396,PRL,1,0,"Parecer do Relator, Dep. Dr. Francisco (PT-PI), pela aprovação."
220688,2608574,PL,1138,2026,"Institui a Política Nacional de Programas e Grupos Reflexivos sobre Masculinidades, Prevenção da Violência e Cultura de Paz, estabelece seus princípios, objetivos e diretrizes, e dá outras providências"
220688,2607733,REQ,1355,2026,Requer o registro da Frente Parlamentar em Defesa da Política Nacional de Plantas Medicinais e Fitoterápicos
220688,2607156,PL,965,2026,"Institui a Lei Cidade Segura para Mulheres. Altera a Lei nº 10.257, de 10 de julho de 2001 (Estatuto da Cidade), para incluir, entre as diretrizes gerais da política urbana, a segurança urbana em perspectiva cidadã, com prioridade para a proteção das mulheres e de outros grupos em situação de vulnerabilidade; para prever a promoção de cidades seguras para as mulheres como conteúdo a ser incorporado ao plano diretor; para instituir a auditoria urbana de segurança cidadã como instrumento de planejamento, desenho e gestão dos espaços urbanos. Estabelece medidas de apoio técnico e financeiro, produção de informações e indução federativa pela União."
220688,2607155,PL,964,2026,"Institui a Lei da Mobilidade Segura para as Mulheres, pessoas com deficiência e pessoas idosas. Altera a Lei nº 12.587, de 3 de janeiro de 2012, para instituir diretrizes de promoção da segurança no Sistema Nacional de Mobilidade Urbana, com especial atenção às mulheres, às pessoas com deficiência e às pessoas idosas, dispor sobre segurança nas paradas e no desembarque de transporte público coletivo, no transporte individual remunerado por táxi e por aplicativo e nos trajetos de bicicleta e a pé."
220688,2604425,RPD,4,0,Requerimento de Retirada de Matéria da Pauta - PL 1121/2025
220688,2598301,PEC,50,2025,"Altera os artigos 103-B e 130-A da Constituição Federal, para modificar a composição do Conselho Nacional de Justiça e do Conselho Nacional do Ministério Público."
220688,2597654,RPD,7,0,Requerimento de Retirada de Matéria da Pauta - PL 3152/2024
220688,2597652,RPD,1,0,Requerimento de Retirada de Matéria da Pauta - PLP 38/2024
220688,2596514,PL,6406,2025,Dispõe sobre o reconhecimento da atividade profissional de Baiana do Acarajé e estabelece a necessidade de sua inclusão com nome específico na Classificação Nacional de Atividades Econômicas (CNAE) para fins de registro no Microempreendedor Individual (MEI).
220688,2596372,PEC,49,2025,Altera o § 4º do art. 220 da Constituição Federal para dispor sobre restrições legais à propaganda de qualquer modalidade lotérica.
220688,2595818,PEC,48,2025,Altera o inciso XVI do art. 37 da Constituição Federal para permitir a acumulação de cargos públicos por outros profissionais da área da educação.
220688,2595729,EMP,2,0,Emenda 2 - Elegibilidade
220688,2595727,EMP,1,0,Emenda - Suspensão 6 meses
220688,2593325,SBT,2,0,
220688,2593322,PRL,2,0,"Parecer do Relator, Dep. Dr. Francisco (PT-PI), pela aprovação, com substitutivo."
220688,2591254,RPD,2,0,Requerimento de Retirada de Matéria da Pauta - PL 1121/2025
220688,2591251,RPD,5,0,Requerimento de Retirada de Matéria da Pauta - PL 2714/2024
220688,2591250,RPD,12,0,Requerimento de Retirada de Matéria da Pauta - PL 4735/2023
191923,2646271,REQ,4211,2026,"Requer a desapensação do Projeto de Lei nº 519, de 2026, do Projeto de Lei nº 3.789, de 2023, e sua redistribuição à Comissão de Segurança Pública e Combate ao Crime Organizado."
191923,2645635,PRL,1,0,"Parecer do Relator, Dep. Flávio Nogueira (PT-PI), pela constitucionalidade, juridicidade e técnica legislativa."
191923,2645475,PRL,1,0,"Parecer do Relator, Dep. Flávio Nogueira (PT-PI), pela constitucionalidade, juridicidade e técnica legislativa."
191923,2645474,PRL,1,0,"Parecer do Relator, Dep. Flávio Nogueira (PT-PI), pela constitucionalidade, juridicidade e técnica legislativa."
191923,2645224,PRL,1,0,"Parecer do Relator, Dep. Flávio Nogueira (PT-PI), pela constitucionalidade, juridicidade e técnica legislativa."
191923,2644802,PRL,1,0,"Parecer do Relator, Dep. Flávio Nogueira (PT-PI), pela constitucionalidade, juridicidade e técnica legislativa."
191923,2644801,PRL,1,0,"Parecer do Relator, Dep. Flávio Nogueira (PT-PI), pela constitucionalidade, juridicidade e técnica legislativa."
191923,2644607,PRL,1,0,"Parecer do Relator, Dep. Flávio Nogueira (PT-PI), pela constitucionalidade, juridicidade e técnica legislativa."
191923,2644379,PRL,1,0,"Parecer do Relator, Dep. Flávio Nogueira (PT-PI), pela constitucionalidade, juridicidade e técnica legislativa."
191923,2644378,PRL,1,0,"Parecer do Relator, Dep. Flávio Nogueira (PT-PI), pela constitucionalidade, juridicidade e técnica legislativa."
191923,2644377,PRL,1,0,"Parecer do Relator, Dep. Flávio Nogueira (PT-PI), pela constitucionalidade, juridicidade e técnica legislativa."
191923,2643102,RPD,4,0,Requerimento de Adiamento da Votação
191923,2643101,RPD,3,0,Requerimento de Adiamento da Discussão - PL 3226/2024
191923,2643100,RPD,8,0,Requerimento de Votação Nominal
191923,2643099,RPD,2,0,Requerimento de Votação Nominal
191923,2643098,RPD,1,0,Requerimento de Retirada de Matéria da Pauta
191923,2643097,RPD,7,0,Requerimento de Adiamento da Votação
191923,2643096,RPD,26,0,Requerimento de Adiamento da Votação
191923,2643095,RPD,6,0,Requerimento de Adiamento da Discussão - PL 674/2021
191923,2643094,RPD,25,0,Requerimento de Adiamento da Discussão - PL 1659/2024
191923,2643093,RPD,24,0,Requerimento de Votação Nominal
191923,2643092,RPD,5,0,Requerimento de Retirada de Matéria da Pauta
191923,2643091,RPD,23,0,Requerimento de Retirada de Matéria da Pauta
191923,2643090,RPD,2,0,Requerimento de Votação Nominal
191923,2643089,RPD,1,0,Requerimento de Retirada de Matéria da Pauta - REQ 113/2026 CREDN
191923,2643088,RPD,2,0,Requerimento de Votação Nominal
191923,2643087,RPD,1,0,Requerimento de Retirada de Matéria da Pauta - REQ 112/2026 CREDN
191923,2643086,RPD,2,0,Requerimento de Votação Nominal
